"EA-Type"	"EA-Package"	"EA-Name"	"EA-GUID"	"EA-Parent"	"EA-Domain"	"EA-Domain-GUID"	"EA-Range"	"ap-label-nl"	"ap-definition-nl"	"ap-usageNote-nl"	"ap-codelist"	"external term"	"namespace"	"localname"	"type"	"domain"	"range"	"parent"	"min card"	"max card"
"attribute"	"Informatiemodel-Besluitvorming"	"datum"	"{232D7FF8-2E6E-4661-A565-4C6437C2478B}"	""	"Publicatiestatus"	"{D702AF5E-0075-4c85-8B2B-7F9B2532D16C}"	"Date"	"datum"	"De datum waarop een publicatiestatus is toegekend."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"datum"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Publicatiestatus"	"http://www.w3.org/2001/XMLSchema#date"	"http://purl.org/dc/terms/date"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"status"	"{DF9C7104-3B56-4cac-98F0-D4E87B90900F}"	""	"Publicatiestatus"	"{D702AF5E-0075-4c85-8B2B-7F9B2532D16C}"	"String"	"label"	"De status van een publicatie."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"status"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Publicatiestatus"	"http://www.w3.org/2001/XMLSchema#string"	"http://www.w3.org/ns/adms#status"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"goedgekeurd"	"{7BC1C7FD-0508-414c-B5F8-C0C145574883}"	""	"Beslissing"	"{39FEBF4B-81F9-4ebd-9977-7493129D7036}"	"Boolean"	"goedgekeurd"	"De indicator die aangeeft of een beslissing is goedgekeurd."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"goedgekeurd"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Beslissing"	"http://www.w3.org/2001/XMLSchema#boolean"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"tekst"	"{1B90B502-8AF1-40d5-B031-81594B187C83}"	""	"Beslissing"	"{39FEBF4B-81F9-4ebd-9977-7493129D7036}"	"String"	"tekst"	"De tekstuele inhoud van een beslissing."	""	""	"true"	"http://www.w3.org/ns/prov#"	"value"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Beslissing"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"beleidsdomein"	"{243A9A76-F5B2-4b10-A5C5-4AA54663122B}"	""	"Hoedanigheid"	"{74CEEB6F-979D-44c9-9E7D-7D6A7B6B1137}"	"Beleidsdomein"	"beleidsdomein"	"Het beleidsdomein dat toegewezen is aan een minister."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"beleidsdomein"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/organisatie#Hoedanigheid"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"bevoegdheid"	"{54F19C18-4319-4129-B2ED-6B3E9460E8E6}"	""	"Hoedanigheid"	"{74CEEB6F-979D-44c9-9E7D-7D6A7B6B1137}"	"Bevoegdheid"	"bevoegdheid"	"De bevoegdheid van een minister."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"bevoegdheid"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/organisatie#Hoedanigheid"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"contactinfo"	"{58216631-5144-41e1-977C-88034E7ED344}"	""	"Hoedanigheid"	"{74CEEB6F-979D-44c9-9E7D-7D6A7B6B1137}"	"Contactinfo"	"contactinfo"	"Informatie zoals email, telefoon, adres die toelaat om iemand of iets te contacteren."	""	""	"true"	"https://data.vlaanderen.be/doc/applicatieprofiel/generiek-basis/#"	"Contactinfo"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property"	"https://data.vlaanderen.be/ns/organisatie#Hoedanigheid"	""	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"aantalWoorden"	"{394CE56D-FB3D-45fc-9CA7-11C250E9AC9E}"	""	"Publicatie"	"{7C47DA43-0DE9-4fe3-ADCB-34FDDFD02B99}"	"Integer"	"aantal woorden"	"Het aantal woorden waaruit een publicatietekst bestaat."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"aantalWoorden"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.europa.eu/eli/ontology#LegalExpression"	"http://www.w3.org/2001/XMLSchema#integer"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"aanvraagTimestamp"	"{BEF6CB48-18B3-4a18-8EB1-020001831D0E}"	""	"Publicatie"	"{7C47DA43-0DE9-4fe3-ADCB-34FDDFD02B99}"	"DateTime"	"timestamp van aanvraag"	"De datum waarop een publicatie is aangevraagd."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"aanvraagTimestamp"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.europa.eu/eli/ontology#LegalExpression"	"http://www.w3.org/2001/XMLSchema#dateTime"	"http://purl.org/dc/terms/date"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"digitaal"	"{CF460CD6-BF32-401b-AD1A-4F85295F02D4}"	""	"Publicatie"	"{7C47DA43-0DE9-4fe3-ADCB-34FDDFD02B99}"	"Boolean"	"digitaal"	"De indicator die aangeeft of een publicatie digitaal is ingediend."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"digitaal"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.europa.eu/eli/ontology#LegalExpression"	"http://www.w3.org/2001/XMLSchema#boolean"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"opmerking"	"{42302F8D-AFEE-4dc9-91DC-B6CCE0A8C72D}"	""	"Publicatie"	"{7C47DA43-0DE9-4fe3-ADCB-34FDDFD02B99}"	"String"	"opmerking"	"Een opmerking horende bij een publicatie."	""	""	"true"	"https://www.w3.org/2000/01/rdf-schema#"	"comment"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.europa.eu/eli/ontology#LegalExpression"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"opschrift"	"{7479886F-BDB6-45b2-8CC6-23AC13FC841B}"	""	"Publicatie"	"{7C47DA43-0DE9-4fe3-ADCB-34FDDFD02B99}"	"String"	"opschrift"	"De beknopte titel of officiële korte naam van een decreet, wet, besluit... Deze wordt officieel vastgelegd. Deze benaming wordt in de praktijk gebruikt om naar de rechtsgrond te verwijzen."	""	""	"true"	"http://data.europa.eu/eli/ontology#"	"title_short"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.europa.eu/eli/ontology#LegalExpression"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"type"	"{063A1D5B-5266-4a9b-A675-187F63D3077D}"	""	"Publicatie"	"{7C47DA43-0DE9-4fe3-ADCB-34FDDFD02B99}"	"PublicatieType"	"type"	"Het type van een publicatie."	""	""	"true"	"http://purl.org/dc/terms/"	"type"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.europa.eu/eli/ontology#LegalExpression"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"wijze"	"{78100C1B-7340-469d-9788-F602B574F24B}"	""	"Publicatie"	"{7C47DA43-0DE9-4fe3-ADCB-34FDDFD02B99}"	"String"	"wijze"	"De wijze waarop er wordt gepubliceerd."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"wijze"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://data.europa.eu/eli/ontology#LegalExpression"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"ondertitel"	"{6FBE765C-38D9-448a-8795-873AF28D4F1F}"	""	"KortBestek"	"{157082E3-2E08-4dd6-B04C-517ADCEBDB48}"	"String"	"ondertitel"	"De ondertitel van een kortbestek."	""	""	"true"	"http://dbpedia.org/ontology/"	"subtitle"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#KortBestek"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"publicatieTimestamp"	"{63FB5858-80D4-4e97-BE65-A5541D8C9ACF}"	""	"KortBestek"	"{157082E3-2E08-4dd6-B04C-517ADCEBDB48}"	"DateTime"	"timestamp van publicatie"	"De datum waarop een kortbestek is gepubliceerd."	""	""	"true"	"http://purl.org/dc/terms/"	"issued"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#KortBestek"	"http://www.w3.org/2001/XMLSchema#dateTime"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"tekst"	"{0766EA78-81A5-40fc-A58A-9134F8712EF8}"	""	"KortBestek"	"{157082E3-2E08-4dd6-B04C-517ADCEBDB48}"	"String"	"tekst"	"De tekstuele inhoud van een kortbestek."	""	""	"true"	"http://www.w3.org/ns/prov#"	"value"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#KortBestek"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"thema"	"{84410AB4-48CB-4fd2-98C5-32A32A6E34A2}"	""	"KortBestek"	"{157082E3-2E08-4dd6-B04C-517ADCEBDB48}"	"Thema"	"thema"	"Het thema van een kortbestek."	""	""	"true"	"http://purl.org/dc/terms/"	"subject"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/besluitvorming#KortBestek"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"0"	"*"
"attribute"	"Informatiemodel-Besluitvorming"	"titel"	"{0CA5C572-8280-4f74-94E2-71ECE41814AF}"	""	"KortBestek"	"{157082E3-2E08-4dd6-B04C-517ADCEBDB48}"	"String"	"titel"	"De titel van een kortbestek."	""	""	"true"	"http://purl.org/dc/terms/"	"title"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#KortBestek"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"formaat"	"{A2D1AB91-FC44-44ad-BCBF-F8C035C580A4}"	""	"Documentversie"	"{2AB4C311-20AA-43aa-8958-C8CC3F529995}"	"MediaType"	"formaat"	"Het formaat waarin een documentversie is opgeslagen."	""	""	"true"	"http://purl.org/dc/terms/"	"format"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Documentversie"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"titel"	"{C6CBF979-BEF4-47e5-BFBE-F3280F763E1C}"	""	"Documentversie"	"{2AB4C311-20AA-43aa-8958-C8CC3F529995}"	"String"	"titel"	"De naam van een documentversie."	""	""	"true"	"http://purl.org/dc/terms/"	"title"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Documentversie"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"opmerking"	"{9F438EC9-86AD-48ff-A6DC-1B675A0434CC}"	""	"Documentversie"	"{2AB4C311-20AA-43aa-8958-C8CC3F529995}"	"String"	"opmerking"	"Een opmerking gegeven bij een documentversie."	""	""	"true"	"https://www.w3.org/2000/01/rdf-schema#"	"comment"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Documentversie"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"taal"	"{C0BC199C-D14F-4f68-87D1-A7136DCD93A0}"	""	"Documentversie"	"{2AB4C311-20AA-43aa-8958-C8CC3F529995}"	"Taal"	"taal"	"De taal van een documentversie."	""	""	"true"	"http://purl.org/dc/terms/"	"language"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Documentversie"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"uploadTimestamp"	"{39686220-2253-42a6-A4C5-F3890793C48D}"	""	"Documentversie"	"{2AB4C311-20AA-43aa-8958-C8CC3F529995}"	"DateTime"	"timestamp van upload"	"Het tijdstip waarop een documentversie is geüpload."	""	""	"true"	"http://purl.org/dc/terms/"	"created"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Documentversie"	"http://www.w3.org/2001/XMLSchema#dateTime"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"versie"	"{445B3A2E-D145-41f4-9E8F-D8DF49409AB0}"	""	"Documentversie"	"{2AB4C311-20AA-43aa-8958-C8CC3F529995}"	"String"	"versie"	"De identificator van een specifieke versie van een document."	""	""	"true"	"https://data.vlaanderen.be/ns/generiek#"	"versieIdentificator"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Documentversie"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"rangnummer"	"{1491B867-421A-49a0-89E2-F470EEAC13BE}"	""	"Volgorde"	"{57D5A4A3-C141-4bd1-9646-80D8A7F0B840}"	"Integer"	"rangnummer"	"Een nummer dat de volgorde van een document in een deeldossier aangeeft."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"rangnummer"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Volgorde"	"http://www.w3.org/2001/XMLSchema#integer"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"advies"	"{FB4E5A73-5854-43ed-A303-5A7638BBAF2B}"	""	"Advies"	"{8A09FB90-A1DE-4c1b-A846-3C537D59EB4B}"	"String"	"advies"	"De tekstuele inhoud van een advies."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"advies"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Advies"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"adviesaanvraag"	"{42D3767D-2EEC-4fb9-989F-3207F26D8E8F}"	""	"Advies"	"{8A09FB90-A1DE-4c1b-A846-3C537D59EB4B}"	"String"	"adviesaanvraag"	"De tekstuele inhoud van een adviesaanvraag."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"adviesaanvraag"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Advies"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"adviesorgaan"	"{5DA2E1F5-0C7B-40e1-BF34-36959D1A7FA5}"	""	"Advies"	"{8A09FB90-A1DE-4c1b-A846-3C537D59EB4B}"	"String"	"adviesorgaan"	"Het orgaan dat instaat voor het verstrekken van het advies."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"adviesorgaan"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Advies"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"datumAanvraag"	"{8263D98C-5403-47ee-988C-AF2811FF9B2E}"	""	"Advies"	"{8A09FB90-A1DE-4c1b-A846-3C537D59EB4B}"	"Date"	"datum van aanvraag"	"De datum waarop het advies werd aangevraagd."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"datumAanvraag"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/2000/01/rdf-schema#Resource"	"http://www.w3.org/2001/XMLSchema#date"	"http://purl.org/dc/terms/date"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"datumOntvangst"	"{B24F4D4F-5B93-4e79-AEAE-4529CAAB6302}"	""	"Advies"	"{8A09FB90-A1DE-4c1b-A846-3C537D59EB4B}"	"Date"	"datum van ontvangst"	"De datum waarop het advies werd ontvangen."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"datumOntvangst"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Advies"	"http://www.w3.org/2001/XMLSchema#date"	"http://purl.org/dc/terms/date"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"NUMAC"	"{FF5C6528-4D88-4d82-9E43-AA5E0FC18194}"	""	"PublicatieBelgischStaatsblad"	"{44741764-6576-40e1-9450-02F6E80FFCB3}"	"Integer"	"werknummer van het Belgisch Staatsblad"	"Het werknummer van de publicatie zoals het door het Belgisch Staatsblad is toegekend."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"NUMAC"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#PublicatieBelgischStaatsblad"	"http://www.w3.org/2001/XMLSchema#integer"	"http://www.w3.org/ns/adms#identifier"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"datumAanvraag"	"{94CFFFB2-5618-41c4-883D-9837D8CF168C}"	""	"Vertalingsaanvraag"	"{07D9A982-ED5E-476c-80A5-9E49ACCA15E4}"	"Date"	"datum van aanvraag"	"De datum waarop een vertaling is aangevraagd."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"datumAanvraag"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/2000/01/rdf-schema#Resource"	"http://www.w3.org/2001/XMLSchema#date"	"http://purl.org/dc/terms/date"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"datumOpleveringFeitelijk"	"{3A6B2A53-4DED-4624-A856-80506F45097C}"	""	"Vertalingsaanvraag"	"{07D9A982-ED5E-476c-80A5-9E49ACCA15E4}"	"Date"	"datum van feitelijke oplevering"	"De datum waarop een vertaling is ontvangen."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"datumOpleveringFeitelijk"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Vertalingsaanvraag"	"http://www.w3.org/2001/XMLSchema#date"	"http://purl.org/dc/terms/date"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"datumOpleveringVerwacht"	"{95858DE9-644D-4c7b-967C-FE69BF8B6A26}"	""	"Vertalingsaanvraag"	"{07D9A982-ED5E-476c-80A5-9E49ACCA15E4}"	"Date"	"datum van verwachte oplevering"	"De datum waarop men verwacht een vertaling (ten laatste) te ontvangen."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"datumOpleveringVerwacht"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/besluitvorming#Vertalingsaanvraag"	"http://www.w3.org/2001/XMLSchema#date"	"http://purl.org/dc/terms/date"	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"aangemaakt"	"{CADFB689-17FF-4166-A84E-658B4C71F378}"	""	"Agendapunt"	"{86B10F48-936B-40f9-A8B8-52C9208C1C65}"	"Date"	"aangemaakt"	"De datum waarop een agendapunt werd toegevoegd."	""	""	"true"	"http://purl.org/dc/terms/"	"created"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/doc/applicatieprofiel/besluit-publicatie/#Agendapunt"	"http://www.w3.org/2001/XMLSchema#date"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"datumUitgesteld"	"{1D7B5E01-2856-4957-959B-24A093362871}"	""	"Agendapunt"	"{86B10F48-936B-40f9-A8B8-52C9208C1C65}"	"Date"	"datum waarnaar uitgesteld"	"De datum naar waar een agendapunt werd uitgesteld."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"datumUitgesteld"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/doc/applicatieprofiel/besluit-publicatie/#Agendapunt"	"http://www.w3.org/2001/XMLSchema#date"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"formeelOK"	"{B01ABD77-F29B-4f88-A962-2C0EB0C80CF2}"	""	"Agendapunt"	"{86B10F48-936B-40f9-A8B8-52C9208C1C65}"	"Boolean"	"formeel goedgekeurd"	"Een indicator die aangeeft of een agendapunt formeel goedgekeurd is."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"formeelOK"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/doc/applicatieprofiel/besluit-publicatie/#Agendapunt"	"http://www.w3.org/2001/XMLSchema#boolean"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"notulen"	"{70669AA0-82F2-498c-815F-E077C28E866A}"	""	"Agendapunt"	"{86B10F48-936B-40f9-A8B8-52C9208C1C65}"	"String"	"notulen"	"De formele notulen van een zitting."	""	""	"true"	"https://data.vlaanderen.be/ns/besluit#"	"heeftNotulen"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/doc/applicatieprofiel/besluit-publicatie/#Agendapunt"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"Informatiemodel-Besluitvorming"	"opmerking"	"{F3A6FCE0-9390-4c1b-9649-6FDD2AFFAB26}"	""	"Agendapunt"	"{86B10F48-936B-40f9-A8B8-52C9208C1C65}"	"String"	"opmerking"	"Een opmerking gegeven bij een agendapunt."	""	""	"true"	"https://www.w3.org/2000/01/rdf-schema#"	"comment"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/doc/applicatieprofiel/besluit-publicatie/#Agendapunt"	"http://www.w3.org/2001/XMLSchema#string"	""	"0"	"*"
"attribute"	"Informatiemodel-Besluitvorming"	"persagenda"	"{26BAD756-4C7D-410f-BB7D-ECED10EEC25B}"	""	"Agendapunt"	"{86B10F48-936B-40f9-A8B8-52C9208C1C65}"	"boolean"	"persagenda"	"Een indicator die aangeeft of een agendapunt in de persagenda mag verschijnen."	""	""	"false"	"https://data.vlaanderen.be/ns/besluitvorming#"	"persagenda"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property"	"https://data.vlaanderen.be/doc/applicatieprofiel/besluit-publicatie/#Agendapunt"	""	""	"1"	"1"
